Name,Attribute,Level,Type,ATK,DEF,Description
Valkyrie Chariot,WIND,Level 3,Fairy/Union／Effect,500.0,1000.0,"Once per turn, you can either: Target 1 Fairy monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead. When the equipped monster declares an attack: You can have it gain 500 ATK. (This ATK gain remains even if this card leaves the field.)"
Valkyrie Dritte,LIGHT,Level 4,Fairy/Effect,1000.0,1600.0,"If this card is Normal or Special Summoned: You can add 1 ""Valkyrie"" card from your Deck to your hand, except ""Valkyrie Dritte"". You can only use this effect of ""Valkyrie Dritte"" once per turn. Gains 200 ATK for each of your opponent's banished monsters."
Valkyrie Erda,LIGHT,Level 8,Fairy/Effect,2000.0,2200.0,"You can only control 1 ""Valkyrie Erda"". While you control this card, Special Summoned by the effect of a ""Valkyrie"" card, all face-up monsters your opponent controls lose 1000 ATK. Any card destroyed by battle or card effect that would be sent to your opponent's GY is banished instead."
Valkyrie Erste,LIGHT,Level 6,Fairy/Effect,1600.0,1800.0,"If this card is Special Summoned from your hand by a Spell effect: You can target 1 ""Mischief of the Time Goddess"" in your GY; add it to your hand. If you control a ""Valkyrie"" monster other than ""Valkyrie Erste"" (Quick Effect): You can banish 1 monster from your opponent's GY, then this card's ATK becomes equal to the banished monster's original ATK until the end of this turn. You can only use each effect of ""Valkyrie Erste"" once per turn."
Valkyrie Funfte,LIGHT,Level 2,Fairy/Effect,800.0,1200.0,"""Valkyrie"" monsters you control gain 200 ATK for each of your opponent's banished monsters. If you control a ""Valkyrie"" monster other than ""Valkyrie Funfte"": You can send 1 Spell/Trap from your Deck to the GY. You can only use this effect of ""Valkyrie Funfte"" once per turn."
Valkyrie of the Nordic Ascendant,LIGHT,Level 2,Fairy/Tuner／Effect,400.0,800.0,"(This card is not treated as a ""Valkyrie"" card.)When this card is Normal Summoned, if your opponent controls a monster and you control no other cards: You can banish 2 ""Nordic"" monsters from your hand; Special Summon 2 ""Einherjar Tokens"" (Warrior/EARTH/Level 4/ATK 1000/DEF 1000) in Defense Position."
Valkyrie Sechste,LIGHT,Level 1,Fairy/Effect,0.0,2000.0,"If this card is Special Summoned: You can Special Summon 1 ""Valkyrie"" monster from your Deck, except ""Valkyrie Sechste"". During your Main Phase: You can send the top 2 cards of your opponent's Deck to the GY. You can only use each effect of ""Valkyrie Sechste"" once per turn."
Valkyrie Sigrun,LIGHT,Level 9,Fairy/Effect,2200.0,2400.0,"If this card is in your hand: You can target 1 face-up Spell/Trap you control; send it to the GY, and if you do, Special Summon this card. If this card is Normal or Special Summoned: You can Special Summon 1 Level 8 or lower ""Valkyrie"" monster from your hand or GY. You can only use each effect of ""Valkyrie Sigrun"" once per turn."
Valkyrie Vierte,LIGHT,Level 3,Fairy/Effect,1400.0,1400.0,"During your Main Phase: You can excavate the top cards of your Deck equal to the number of other ""Valkyrie"" monsters you control, and if you do, add 1 excavated Normal Spell/Trap to your hand, also send the remaining cards to the GY. Otherwise, shuffle all excavated cards into the Deck. When this card is destroyed by battle and sent to the GY: You can Special Summon 1 ""Valkyrie"" monster from your Deck. You can only use each effect of ""Valkyrie Vierte"" once per turn."
Valkyrie Zweite,LIGHT,Level 5,Fairy/Effect,1600.0,1600.0,"If this card is Summoned: You can target 1 monster your opponent controls; destroy it. After damage calculation, if this card battled: You can target 1 Continuous Spell in your GY; add it to your hand. You can only use each effect of ""Valkyrie Zweite"" once per turn."
Valkyrion the Magna Warrior,EARTH,Level 8,Rock/Effect,3500.0,3850.0,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your hand and/or field. You can Tribute this card, then target 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" in your GY; Special Summon them."
Vampire Baby,DARK,Level 3,Zombie/Effect,700.0,1000.0,"At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the GY this turn: You can Special Summon that monster to your field."
Vampire Dragon,DARK,Level 5,Zombie/Effect,2400.0,0.0,When this Tribute Summoned card is sent from the field to the Graveyard: You can add 1 Level 4 or lower monster from your Deck to your hand.
Vampire Duke,DARK,Level 5,Zombie/Effect,2000.0,0.0,"Cannot be used as material for an Xyz Summon, except for the Xyz Summon of a DARK monster. When this card is Normal Summoned: You can target 1 DARK ""Vampire"" monster in your GY; Special Summon that target in Defense Position. When this card is Special Summoned: You can declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY. You can only use this effect of ""Vampire Duke"" once per turn."
Vampire Familiar,DARK,Level 1,Zombie/Effect,500.0,0.0,"If this card is Special Summoned: You can pay 500 LP; add 1 ""Vampire"" monster from your Deck to your hand, except ""Vampire Familiar"". If this card is in your GY: You can send 1 ""Vampire"" card from your hand or face-up field to the GY; Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Vampire Familiar"" once per turn."
Vampire Fascinator,DARK,,Zombie/Link／Effect,2400.0,,"2+ monsters, including a Zombie monsterIf this card is Link Summoned: You can target 1 monster in your opponent's GY; Special Summon it to your field in Defense Position, also you cannot Special Summon monsters for the rest of this turn, except Zombie monsters. You can Tribute 1 ""Vampire"" monster, then target 1 monster your opponent controls; take control of it until the End Phase. You can only use each effect of ""Vampire Fascinator"" once per turn."
Vampire Fraulein,DARK,Level 5,Zombie/Effect,600.0,2000.0,"When a monster declares an attack: You can Special Summon this card from your hand in Defense Position. You can only use this effect of ""Vampire Fraulein"" once per turn. Once per battle, if your Zombie monster battles an opponent's monster, during that damage calculation (Quick Effect): You can pay LP in multiples of 100 (max. 3000); your battling monster gains that much ATK/DEF during that damage calculation only. At the end of the Battle Phase, if this card destroyed any monster(s) by battle: You can Special Summon them from the GYs to your field."
Vampire Genesis,DARK,Level 8,Zombie/Effect,3000.0,2100.0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 ""Vampire Lord"" you control. Once per turn: You can discard 1 Zombie monster to the GY, then target 1 Zombie monster in your GY with a Level less than the discarded Zombie monster's; Special Summon that target."
Vampire Ghost,DARK,Level 3,Zombie/Effect,1500.0,0.0,"If this card is Normal Summoned: You can send 1 other ""Vampire"" card from your hand or face-up field to the GY; add 1 Level 4 or higher ""Vampire"" monster from your Deck to your hand, and if you do, send 1 Level 2 or lower ""Vampire"" monster from your Deck to the GY. During the Main Phase (Quick Effect): You can banish this card from your GY and pay 500 LP; immediately after this effect resolves, Normal Summon 1 ""Vampire"" monster. You can only use each effect of ""Vampire Ghost"" once per turn."
Vampire Grace,DARK,Level 6,Zombie/Effect,2000.0,1200.0,"When a Level 5 or higher Zombie monster(s) is Special Summoned to your field by the effect of a Zombie monster while this card is in your GY: You can pay 2000 LP; Special Summon this card from your GY. You can only use this effect of ""Vampire Grace"" once per turn. Once per turn: You can declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY."
Vampire Grimson,DARK,Level 5,Zombie/Effect,2000.0,1400.0,"If a monster(s) you control would be destroyed by battle or an opponent's card effect, you can pay 1000 LP for each monster that would be destroyed, instead (you must protect all your monsters that would be destroyed, if you use this effect). At the end of the Battle Phase, if this card destroyed any monster(s) by battle: You can Special Summon them from the GYs to your field."
Vampire Hunter,DARK,Level 4,Warrior/Effect,1600.0,1600.0,"At the start of the Damage Step, if this card battles a DARK monster: Destroy that monster."
Vampire Lady,DARK,Level 4,Zombie/Effect,1550.0,1550.0,"If this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY."
Vampire Lord,DARK,Level 5,Zombie/Effect,2000.0,1500.0,"If this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY. Once per turn, during your next Standby Phase after this card in your possession was destroyed and sent to your GY by an opponent's card effect: Special Summon this card from the GY."
Vampire Red Baron,DARK,Level 6,Zombie/Effect,2400.0,1000.0,"Once per turn: You can pay 1000 LP, then target 1 monster your opponent controls and 1 other ""Vampire"" monster you control; switch control of those monsters. At the end of the Battle Phase, if this card destroyed any monster(s) by battle: You can Special Summon them from the GYs to your field."
Vampire Retainer,DARK,Level 2,Zombie/Effect,1200.0,0.0,"If this card is Special Summoned: You can pay 500 LP; add 1 ""Vampire"" Spell/Trap from your Deck to your hand. If this card is in your GY: You can send 1 ""Vampire"" card from your hand or face-up field to the GY; Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Vampire Retainer"" once per turn."
Vampire Scarlet Scourge,DARK,Level 6,Zombie/Effect,2200.0,2200.0,"If this card is Normal or Special Summoned: You can pay 1000 LP, then target 1 ""Vampire"" monster in your GY, except ""Vampire Scarlet Scourge""; Special Summon it, but it cannot attack this turn. You can only use this effect of ""Vampire Scarlet Scourge"" once per turn. At the end of the Battle Phase, if this card destroyed any monster(s) by battle: You can Special Summon them from the GYs to your field."
Vampire Sorcerer,DARK,Level 4,Zombie/Effect,1500.0,1500.0,"If this card in your possession is sent to your GY by your opponent's card: You can add 1 DARK ""Vampire"" monster or 1 ""Vampire"" Spell/Trap from your Deck to your hand. You can banish this card from your GY; 1 DARK ""Vampire"" monster you Normal Summon this turn can be Summoned without Tributing."
Vampire Sucker,DARK,,Zombie/Link／Effect,1600.0,,"2 Zombie monstersIf you would Tribute a monster(s) for a Tribute Summon, you can Tribute a Zombie monster(s) your opponent controls, even though you do not control them. You can only use each of the following effects of ""Vampire Sucker"" once per turn.●You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position, but it becomes a Zombie monster.●If a Zombie monster(s) is Special Summoned from either GY: Draw 1 card."
